cust_id,name,gender,phone,email,age,state,customer_group
620,Nathaniel Hansen,Male,09321700774,nathanielhansen47@gmail.com,26,Oyo,Group 2
621,Abigail Hawkins,Male,08450725029,abigailhawkins26@gmail.com,39,Osun,Group 1
622,Shannon Davis,Female,07331847905,shannondavis34@gmail.com,37,Ogun,Group 2
623,Deborah Mitchell,Female,08567217453,deborahmitchell49@hotmail.com,72,Oyo,Group 1
624,Brian Price,Female,09610367593,brianprice16@yahoo.com,20,Cross River,Group 1
625,Brianna Lewis,Female,07442765123,briannalewis58@hotmail.com,52,Oyo,Group 1
626,Michelle Jenkins,Female,08860344439,michellejenkins43@yahoo.com,76,Lagos,Group 2
627,Logan Porter MD,Male,09734442553,loganportermd73@yahoo.com,59,Osun,Group 2
628,Jennifer Phillips,Female,09482089235,jenniferphillips4@gmail.com,72,Ondo,Group 1
629,Danielle Mclean,Male,09618321755,daniellemclean65@gmail.com,43,Oyo,Group 1
630,Teresa Wright,Female,07715312366,teresawright41@gmail.com,50,Lagos,Group 2
631,Sarah Adams,Female,09460614160,sarahadams34@hotmail.com,35,Abuja,Group 2
632,Phillip Rhodes,Male,08870911221,philliprhodes95@yahoo.com,44,Ondo,Group 2
633,Carlos Torres,Female,09626132623,carlostorres93@hotmail.com,16,Abuja,Group 1
634,Christopher Ferguson,Male,08975036672,christopherferguson63@yahoo.com,15,Lagos,Group 1
635,Devon Turner,Male,09945580518,devonturner57@gmail.com,43,Osun,Group 1
636,John Boyd,Female,07684067739,johnboyd44@hotmail.com,23,Lagos,Group 1
637,Michael Evans,Male,08175830010,michaelevans28@gmail.com,47,Abuja,Group 2
638,Amanda Olson,Female,08227462564,amandaolson47@yahoo.com,68,Oyo,Group 1
639,William Price,Female,07278139987,williamprice9@gmail.com,54,Lagos,Group 2
640,Mr. Christopher Robertson,Female,09499902281,mr.christopherrobertson29@yahoo.com,22,Ekiti,Group 2
641,Brandon Horton,Female,09436089442,brandonhorton35@yahoo.com,69,Ekiti,Group 1
642,Krystal Reeves,Female,08175748489,krystalreeves71@yahoo.com,31,Ekiti,Group 1
643,Anthony Davis,Male,07652333285,anthonydavis58@gmail.com,37,Osun,Group 1
644,Jason Herman,Male,09808030711,jasonherman59@yahoo.com,50,Abuja,Group 1
645,Sydney Schultz,Male,09127935559,sydneyschultz28@hotmail.com,76,Cross River,Group 2
646,Norman Lambert,Male,07379781408,normanlambert55@gmail.com,67,Ondo,Group 2
647,Lisa Luna,Female,07760828357,lisaluna93@yahoo.com,18,Abuja,Group 2
648,Russell Fernandez,Male,09098412648,russellfernandez47@yahoo.com,47,Ekiti,Group 2
649,Jennifer Williamson,Female,07317858591,jenniferwilliamson73@gmail.com,54,Abuja,Group 1
650,Melissa Lewis,Female,07348078211,melissalewis42@hotmail.com,69,Ogun,Group 2
651,Cheryl Hamilton,Male,09043797709,cherylhamilton66@hotmail.com,72,Osun,Group 1
652,Susan Porter,Male,07989708500,susanporter8@gmail.com,27,Abuja,Group 2
653,Andrea Rivera,Male,08070055962,andrearivera19@gmail.com,60,Ondo,Group 1
654,Briana Pope,Female,07283343459,brianapope21@hotmail.com,63,Oyo,Group 1
655,Perry Gill,Female,08314685167,perrygill72@gmail.com,28,Ogun,Group 2
656,Darin Kennedy,Male,09544494500,darinkennedy50@hotmail.com,74,Ogun,Group 1
657,Matthew Barnes,Female,07540848669,matthewbarnes54@yahoo.com,55,Kwara,Group 2
658,Ashley Smith,Male,09012270072,ashleysmith71@hotmail.com,47,Ondo,Group 1
659,Martha Hernandez,Male,09023738402,marthahernandez57@hotmail.com,40,Kwara,Group 2
660,Christopher Zamora,Female,08759363326,christopherzamora37@gmail.com,59,Cross River,Group 1
661,Kelly Smith,Male,07867045804,kellysmith52@yahoo.com,35,Abuja,Group 1
662,Mitchell Fuller,Female,07190865651,mitchellfuller94@hotmail.com,65,Ogun,Group 2
663,Rebecca Kennedy,Male,07124036719,rebeccakennedy64@yahoo.com,20,Ekiti,Group 2
664,Thomas Lynch,Female,08440394295,thomaslynch48@hotmail.com,71,Oyo,Group 2
665,Chad Rosario,Male,08601720731,chadrosario87@yahoo.com,44,Ogun,Group 1
666,Christopher Walker,Female,09523950098,christopherwalker7@yahoo.com,76,Ogun,Group 1
667,Caleb Case,Female,08348141166,calebcase55@hotmail.com,76,Ekiti,Group 1
668,Jill Thompson,Female,07324974647,jillthompson34@hotmail.com,50,Cross River,Group 1
669,Christina Phillips,Male,08921999666,christinaphillips33@yahoo.com,74,Ondo,Group 1
670,Denise Fernandez,Male,09253513462,denisefernandez15@hotmail.com,69,Ondo,Group 1
671,Tyler Brown,Male,07249258146,tylerbrown71@gmail.com,51,Ekiti,Group 2
672,Jamie Ramirez,Male,08297421880,jamieramirez99@gmail.com,44,Osun,Group 1
673,Brittany Watson,Male,08464135169,brittanywatson48@hotmail.com,72,Ekiti,Group 1
674,Bailey Mcmahon,Male,07534346892,baileymcmahon48@yahoo.com,45,Lagos,Group 1
675,Tiffany Davis,Male,08556749530,tiffanydavis42@hotmail.com,15,Osun,Group 2
676,Anita Anthony,Female,09786253894,anitaanthony23@gmail.com,42,Abuja,Group 1
677,Julie Rodgers,Female,08876866626,julierodgers23@yahoo.com,31,Cross River,Group 1
678,Holly Bailey,Female,09166116169,hollybailey63@hotmail.com,56,Ekiti,Group 1
679,Julie Murphy,Male,07852207662,juliemurphy81@hotmail.com,64,Ogun,Group 1
680,Michael Perez,Male,09447729692,michaelperez93@gmail.com,56,Oyo,Group 2
681,Dr. Mathew Garcia,Female,08524735615,dr.mathewgarcia16@gmail.com,54,Oyo,Group 1
682,Travis Moreno,Male,09071415415,travismoreno56@hotmail.com,26,Abuja,Group 2
683,Brandon Vargas,Female,09934995721,brandonvargas42@gmail.com,43,Ekiti,Group 1
684,Robert Burgess,Female,08615299982,robertburgess95@yahoo.com,65,Ondo,Group 2
685,Jeremy Wilson,Male,08019460433,jeremywilson52@gmail.com,29,Ogun,Group 1
686,Jennifer Martin,Female,09741704447,jennifermartin41@hotmail.com,23,Kwara,Group 1
687,Joshua Montgomery,Male,08319646570,joshuamontgomery99@hotmail.com,59,Ekiti,Group 1
688,Amber Henry,Female,07821089498,amberhenry69@gmail.com,25,Abuja,Group 1
689,Rachel Dillon,Male,09456142893,racheldillon65@hotmail.com,23,Osun,Group 2
690,John Reynolds,Female,07958504486,johnreynolds45@hotmail.com,30,Cross River,Group 1
691,Brian Gutierrez,Male,08430090720,briangutierrez39@hotmail.com,44,Kwara,Group 1
692,Joanna Bishop,Male,07773980927,joannabishop20@hotmail.com,69,Osun,Group 1
693,Monica Barnes,Male,09422936951,monicabarnes3@gmail.com,60,Lagos,Group 2
694,Robert Wheeler,Male,09387675487,robertwheeler73@hotmail.com,26,Oyo,Group 2
695,Jason Foster,Female,07156307814,jasonfoster37@gmail.com,34,Cross River,Group 1
696,Mr. Chad York,Male,08195397595,mr.chadyork32@hotmail.com,16,Oyo,Group 2
697,Wendy Thomas,Male,07366778076,wendythomas14@hotmail.com,65,Oyo,Group 2
698,Katherine Foster,Female,09320118946,katherinefoster28@yahoo.com,55,Ogun,Group 1
699,Kathleen Shaw,Female,07868560565,kathleenshaw87@hotmail.com,57,Oyo,Group 1
700,Bradley Williams,Male,09552577659,bradleywilliams92@gmail.com,76,Ogun,Group 1
701,Michael Freeman,Female,09217867637,michaelfreeman9@yahoo.com,22,Kwara,Group 2
702,Megan Rivera,Male,09771404360,meganrivera48@hotmail.com,16,Osun,Group 2
703,John Figueroa,Female,07298773528,johnfigueroa46@yahoo.com,56,Ondo,Group 1
704,Corey Pacheco,Male,07619917943,coreypacheco87@yahoo.com,48,Ekiti,Group 1
705,Courtney Garcia,Male,09700240455,courtneygarcia55@gmail.com,37,Osun,Group 1
706,Jeffrey Dickerson,Female,08814887103,jeffreydickerson52@hotmail.com,39,Lagos,Group 1
707,Clinton Harper,Male,07686584754,clintonharper99@hotmail.com,27,Lagos,Group 1
708,Dawn Reed,Male,07976221648,dawnreed12@gmail.com,41,Ondo,Group 1
709,Scott Swanson,Male,07524692416,scottswanson38@hotmail.com,62,Ondo,Group 2
710,Pamela White,Male,08474258133,pamelawhite17@gmail.com,57,Ekiti,Group 2
711,Brooke Waters,Female,09394402407,brookewaters19@gmail.com,42,Ogun,Group 1
712,James Davis,Female,08891646906,jamesdavis29@gmail.com,55,Lagos,Group 1
713,Anthony Wilson,Male,08732922142,anthonywilson89@gmail.com,42,Cross River,Group 1
714,Sarah Wright,Female,07810037787,sarahwright7@hotmail.com,16,Ekiti,Group 2
715,John Smith,Female,08778788256,johnsmith91@hotmail.com,30,Ekiti,Group 1
716,Shelly Frazier MD,Male,08028395227,shellyfraziermd51@hotmail.com,22,Abuja,Group 2
717,Tina Hill,Male,09111895009,tinahill65@gmail.com,35,Ogun,Group 2
718,Larry Jones PhD,Female,09506439064,larryjonesphd38@yahoo.com,44,Ekiti,Group 2
719,Scott Moore,Female,08623991605,scottmoore68@yahoo.com,23,Ogun,Group 2
720,Jodi Beltran,Male,07780620497,jodibeltran56@gmail.com,31,Kwara,Group 1
721,Steven Glass,Male,07132808833,stevenglass11@yahoo.com,36,Ogun,Group 2
722,Kim Ferrell DDS,Male,08199661533,kimferrelldds23@yahoo.com,37,Ekiti,Group 1
723,Eric Kaiser,Female,07679316727,erickaiser90@hotmail.com,34,Ekiti,Group 1
724,Lisa Davis,Male,08767088952,lisadavis97@yahoo.com,46,Lagos,Group 2
725,Rebecca Luna,Male,07233993541,rebeccaluna64@gmail.com,73,Oyo,Group 2
726,Julia Wolfe,Female,08566599461,juliawolfe41@gmail.com,27,Ondo,Group 1
727,Nicole Klein,Male,07835614232,nicoleklein44@yahoo.com,31,Lagos,Group 2
728,David Sawyer,Female,08164603664,davidsawyer19@gmail.com,20,Kwara,Group 1
729,Sydney Green,Female,08269748766,sydneygreen3@gmail.com,43,Cross River,Group 2
730,Courtney Webb,Male,08930848254,courtneywebb70@hotmail.com,39,Ogun,Group 1
731,Tara Livingston,Female,08294702546,taralivingston58@hotmail.com,15,Cross River,Group 2
732,Lindsay Jackson,Female,07227915998,lindsayjackson49@gmail.com,54,Osun,Group 2
733,Kimberly Howard,Female,09828125418,kimberlyhoward45@hotmail.com,38,Ekiti,Group 1
734,Danny Lee,Male,07596572722,dannylee44@hotmail.com,44,Osun,Group 1
735,Krystal Park,Female,07371090375,krystalpark53@yahoo.com,31,Ondo,Group 1
736,Gerald White,Male,09317175181,geraldwhite22@gmail.com,75,Kwara,Group 1
737,Mrs. Emily Smith,Female,07340568012,mrs.emilysmith73@hotmail.com,59,Ondo,Group 2
738,James Morgan,Male,07453322416,jamesmorgan30@hotmail.com,60,Cross River,Group 1
739,Michelle Williams,Female,08844197337,michellewilliams97@yahoo.com,20,Oyo,Group 2
740,John Fuentes,Female,09248123940,johnfuentes95@gmail.com,15,Abuja,Group 1
741,Jason Banks,Male,09743906688,jasonbanks87@gmail.com,31,Abuja,Group 1
742,Lauren Gonzalez,Female,08506812461,laurengonzalez45@gmail.com,53,Ondo,Group 2
743,Michele Brown,Female,08520755940,michelebrown2@gmail.com,22,Osun,Group 2
744,Tara Cole,Female,09151542113,taracole96@gmail.com,23,Ondo,Group 2
745,Matthew Garcia,Female,09548987906,matthewgarcia13@gmail.com,30,Ogun,Group 2
746,Dr. Emma Luna,Male,07643609354,dr.emmaluna43@gmail.com,70,Kwara,Group 1
747,Gary Ball,Female,07523497897,garyball61@yahoo.com,68,Ogun,Group 1
748,Sabrina Anderson,Male,08918185491,sabrinaanderson91@hotmail.com,57,Abuja,Group 2
749,Lisa Gutierrez,Male,09686948362,lisagutierrez28@hotmail.com,64,Kwara,Group 2
750,John Walker,Female,07527340161,johnwalker45@yahoo.com,47,Oyo,Group 1
751,Jesse Lee,Female,07376825616,jesselee26@hotmail.com,21,Osun,Group 1
752,Linda Rodriguez,Male,09609108756,lindarodriguez3@hotmail.com,33,Oyo,Group 2
753,Carlos Freeman,Male,08934203727,carlosfreeman6@gmail.com,58,Oyo,Group 1
754,Frances Young,Male,09160023117,francesyoung70@gmail.com,69,Cross River,Group 1
755,Mary Harris,Female,07154951714,maryharris23@hotmail.com,68,Cross River,Group 2
756,Alexander Wade,Female,07821886205,alexanderwade42@yahoo.com,44,Ekiti,Group 1
757,Terry Huerta,Female,07891432283,terryhuerta40@hotmail.com,65,Lagos,Group 2
758,Benjamin Bolton,Female,09694392680,benjaminbolton81@yahoo.com,57,Oyo,Group 1
759,Jorge Gilbert,Male,08620070898,jorgegilbert70@yahoo.com,65,Ekiti,Group 1
760,Tyrone Smith,Female,08837479152,tyronesmith8@gmail.com,76,Cross River,Group 2
761,Jason Alvarado,Female,07371132738,jasonalvarado21@yahoo.com,45,Cross River,Group 1
762,Gregory Brown,Male,07386607467,gregorybrown9@yahoo.com,30,Oyo,Group 1
763,John Manning Jr.,Female,07604561481,johnmanningjr.55@yahoo.com,49,Ogun,Group 1
764,Charles Brown,Male,07735054317,charlesbrown5@hotmail.com,72,Osun,Group 1
765,Courtney Holloway,Male,09466889727,courtneyholloway75@hotmail.com,36,Abuja,Group 1
766,Susan Vega,Female,08971064302,susanvega24@hotmail.com,66,Ondo,Group 2
767,Joseph Young,Male,07855721780,josephyoung50@yahoo.com,72,Kwara,Group 1
768,Amy Oliver,Male,07914611838,amyoliver3@hotmail.com,63,Ondo,Group 1
769,Tracie Reed,Female,09832225692,traciereed22@hotmail.com,67,Cross River,Group 2
770,Denise Burns,Female,09728411742,deniseburns43@yahoo.com,29,Lagos,Group 1
771,Colleen Gould DVM,Male,09528596758,colleengoulddvm22@gmail.com,27,Oyo,Group 1
772,Deanna Ferguson,Male,08449500364,deannaferguson51@gmail.com,63,Oyo,Group 1
773,Sandra Robinson,Male,08570730044,sandrarobinson16@yahoo.com,71,Ondo,Group 2
774,Derek Lewis,Female,07863255014,dereklewis67@yahoo.com,61,Ogun,Group 1
775,Paula Lopez,Female,08295247494,paulalopez63@gmail.com,72,Ekiti,Group 2
776,John Johnson,Male,07439160986,johnjohnson78@yahoo.com,71,Kwara,Group 1
777,Jason Guzman,Male,09864824675,jasonguzman78@gmail.com,66,Lagos,Group 1
778,Benjamin Schmidt,Female,07911498620,benjaminschmidt79@gmail.com,41,Ondo,Group 1
779,Jennifer Schwartz,Female,09139447693,jenniferschwartz7@yahoo.com,21,Abuja,Group 1
780,Paul Ochoa,Male,09690250164,paulochoa63@hotmail.com,33,Kwara,Group 2
781,Stacy Lawson,Male,09645542619,stacylawson21@gmail.com,42,Ekiti,Group 2
782,Patrick Powers,Male,09656879849,patrickpowers98@yahoo.com,37,Ogun,Group 2
783,Kelly Stanley,Male,09721776846,kellystanley41@hotmail.com,74,Ogun,Group 1
784,Frederick Kim,Female,07828747712,frederickkim47@gmail.com,40,Cross River,Group 1
785,Janet Long,Female,07873752036,janetlong1@gmail.com,73,Cross River,Group 1
786,Ryan Bell,Male,07716910267,ryanbell53@gmail.com,70,Lagos,Group 2
787,Kevin Holland,Female,07666419106,kevinholland84@gmail.com,40,Ekiti,Group 1
788,Shelley Anderson,Female,09647703840,shelleyanderson21@gmail.com,74,Oyo,Group 2
789,Andrew Barnes,Female,08377885521,andrewbarnes55@hotmail.com,43,Abuja,Group 1
790,Stephanie Austin,Male,07631543029,stephanieaustin45@hotmail.com,50,Abuja,Group 2
791,Kimberly Brown,Female,08657660615,kimberlybrown27@gmail.com,75,Kwara,Group 1
792,Benjamin Shaffer,Female,08419423697,benjaminshaffer42@gmail.com,23,Ekiti,Group 1
793,Mr. Paul Rhodes,Female,08081633027,mr.paulrhodes84@gmail.com,61,Ondo,Group 2
794,Shawn Chen,Male,09939178594,shawnchen29@gmail.com,22,Oyo,Group 2
795,Gavin Ellis,Female,07155361980,gavinellis34@gmail.com,42,Ondo,Group 1
796,Isaiah Hernandez,Female,07669255087,isaiahhernandez1@yahoo.com,43,Ekiti,Group 1
797,Kevin Little,Male,08886858500,kevinlittle36@gmail.com,36,Oyo,Group 1
798,Daniel Joyce,Male,07289359339,danieljoyce20@yahoo.com,51,Ogun,Group 1
799,Brian Black,Male,08722856632,brianblack86@gmail.com,71,Kwara,Group 1
800,Thomas Smith,Female,07769625955,thomassmith80@hotmail.com,73,Ondo,Group 2
801,Dominique Lucas,Female,09181740180,dominiquelucas33@gmail.com,64,Lagos,Group 1
802,Andrea Vazquez,Male,07188850796,andreavazquez4@gmail.com,55,Kwara,Group 1
803,Jennifer Becker,Male,08944794776,jenniferbecker44@hotmail.com,48,Ondo,Group 1
804,Jeffery Coleman,Female,09926785674,jefferycoleman89@hotmail.com,44,Cross River,Group 1
805,Jennifer Choi,Female,08983104640,jenniferchoi7@yahoo.com,51,Oyo,Group 1
806,Amanda Schaefer,Female,09446245864,amandaschaefer70@gmail.com,17,Ekiti,Group 1
807,Susan Brown,Male,08823965143,susanbrown87@gmail.com,49,Osun,Group 2
808,Melissa Johnson,Female,09404919011,melissajohnson69@gmail.com,27,Ondo,Group 2
809,Bianca Warren,Female,09420938197,biancawarren66@gmail.com,66,Ogun,Group 1
810,Keith Spears,Female,09503630274,keithspears5@gmail.com,54,Lagos,Group 1
811,Brian Acevedo,Female,08290005997,brianacevedo46@hotmail.com,27,Abuja,Group 1
812,Gary Wilson,Female,09331868357,garywilson83@gmail.com,32,Ondo,Group 1
813,George Williams,Male,08137203639,georgewilliams3@yahoo.com,58,Cross River,Group 1
814,Molly Wood,Female,07341092193,mollywood71@gmail.com,54,Cross River,Group 2
815,Mary Carter,Female,09614435857,marycarter22@gmail.com,60,Cross River,Group 2
816,Kevin Franco,Female,09536778640,kevinfranco73@yahoo.com,56,Lagos,Group 1
817,Joel Johnson PhD,Male,09792824350,joeljohnsonphd50@hotmail.com,30,Kwara,Group 1
818,Gregory Moore,Female,07548683170,gregorymoore8@hotmail.com,45,Ogun,Group 1
819,Timothy Bell,Female,07218083575,timothybell14@gmail.com,58,Ondo,Group 2
820,Earl Fernandez,Male,07483875328,earlfernandez27@hotmail.com,57,Cross River,Group 1
821,Stephen Williams,Male,07561597400,stephenwilliams57@gmail.com,35,Kwara,Group 2
822,Courtney Medina,Female,08647101394,courtneymedina80@hotmail.com,74,Kwara,Group 1
823,Tommy Green,Male,07854295374,tommygreen20@hotmail.com,56,Cross River,Group 2
824,Alexander Ward,Male,08074342142,alexanderward93@yahoo.com,62,Abuja,Group 1
825,Courtney Baker,Male,07623787976,courtneybaker19@yahoo.com,31,Ekiti,Group 1
826,Shannon Harris,Female,08642452610,shannonharris78@yahoo.com,74,Ekiti,Group 2
827,Joseph Spencer,Female,09182363441,josephspencer25@hotmail.com,20,Lagos,Group 1
828,Mary Osborne,Male,08481200454,maryosborne81@yahoo.com,29,Osun,Group 2
829,Derrick Johnson,Female,08611297534,derrickjohnson32@yahoo.com,47,Abuja,Group 1
830,Frank Garcia,Male,07659639322,frankgarcia81@yahoo.com,50,Kwara,Group 1
831,Michael Martinez,Female,09529029267,michaelmartinez11@yahoo.com,31,Lagos,Group 2
832,Karen Larson,Male,07212914477,karenlarson12@gmail.com,57,Ekiti,Group 1
833,Melissa Gates,Female,09028197718,melissagates52@hotmail.com,21,Ondo,Group 2
834,Eric Coleman,Female,08890316432,ericcoleman60@yahoo.com,64,Kwara,Group 1
835,Dr. Tyler Ross,Male,09744589036,dr.tylerross64@gmail.com,66,Abuja,Group 1
836,Jared Nguyen,Female,07874236854,jarednguyen42@gmail.com,76,Kwara,Group 1
837,Holly Gomez,Male,09176246522,hollygomez59@yahoo.com,39,Ogun,Group 1
838,David Roy,Female,08983369411,davidroy39@hotmail.com,54,Lagos,Group 1
839,Joshua Flores,Male,07174145203,joshuaflores11@hotmail.com,58,Ogun,Group 1
840,Richard Young,Female,09683674995,richardyoung40@gmail.com,19,Ondo,Group 2
841,Patricia Holloway,Female,08259966361,patriciaholloway1@hotmail.com,72,Kwara,Group 2
842,Christopher Lowery,Male,09730741752,christopherlowery13@hotmail.com,23,Abuja,Group 1
843,Logan Jones,Female,09960477591,loganjones21@yahoo.com,32,Abuja,Group 2
844,Dr. Kenneth Collins,Male,09696887127,dr.kennethcollins45@yahoo.com,61,Ondo,Group 1
845,Vicki Smith,Female,09084462319,vickismith82@gmail.com,50,Cross River,Group 2
846,Amanda Bennett,Female,08515426903,amandabennett53@yahoo.com,70,Oyo,Group 1
847,Timothy Sandoval,Male,08192007022,timothysandoval64@gmail.com,51,Osun,Group 2
848,Mark Andrews,Female,07160049902,markandrews83@gmail.com,65,Lagos,Group 2
849,Lauren Mcdonald,Female,07988817516,laurenmcdonald74@hotmail.com,59,Kwara,Group 2
850,Desiree Proctor,Male,08051387402,desireeproctor50@gmail.com,22,Oyo,Group 1
851,Cindy Soto,Female,07430691779,cindysoto32@hotmail.com,36,Osun,Group 1
852,Larry Conway,Male,07801334860,larryconway14@gmail.com,51,Ekiti,Group 2
853,Mrs. Michele Weaver,Female,07540775588,mrs.micheleweaver89@gmail.com,41,Ogun,Group 2
854,Victoria Peterson,Female,07293363603,victoriapeterson84@hotmail.com,34,Ekiti,Group 2
855,Wesley Richards,Male,07488173894,wesleyrichards67@hotmail.com,35,Oyo,Group 2
856,Becky Andrews,Male,07853250184,beckyandrews11@gmail.com,43,Cross River,Group 1
857,Sandra Holt,Female,08340206483,sandraholt79@gmail.com,69,Kwara,Group 2
858,Charles Watson,Male,07519415256,charleswatson14@yahoo.com,30,Abuja,Group 1
859,Steven Ortiz,Male,07993635580,stevenortiz88@hotmail.com,74,Kwara,Group 2
860,Eric Galloway,Male,07363418113,ericgalloway58@gmail.com,70,Cross River,Group 1
861,James Smith,Male,08026299352,jamessmith94@yahoo.com,64,Abuja,Group 1
862,Teresa Wong,Male,09476584668,teresawong45@gmail.com,64,Ogun,Group 2
863,Robert Nelson,Male,09121752656,robertnelson96@gmail.com,32,Abuja,Group 2
864,William Hogan,Female,08483962148,williamhogan3@yahoo.com,31,Kwara,Group 2
865,Tammy Rios,Female,09816117867,tammyrios48@hotmail.com,58,Cross River,Group 2
866,Erika Duncan,Male,08990576380,erikaduncan4@yahoo.com,41,Kwara,Group 1
867,Patty Savage,Female,08027401158,pattysavage44@hotmail.com,30,Lagos,Group 2
868,Larry Rivera,Male,09943790199,larryrivera43@hotmail.com,57,Ogun,Group 2
869,Joseph Barron,Female,07818366305,josephbarron94@gmail.com,23,Kwara,Group 1
870,Jessica Smith,Female,08738186769,jessicasmith69@yahoo.com,49,Abuja,Group 1
871,Kevin Byrd,Male,07630710521,kevinbyrd13@hotmail.com,25,Kwara,Group 1
872,Annette Stewart,Male,08487327305,annettestewart56@yahoo.com,43,Cross River,Group 1
873,Amber Hawkins,Male,09735673224,amberhawkins53@hotmail.com,35,Ogun,Group 1
874,Shelia Grant,Male,07536790422,sheliagrant57@gmail.com,45,Oyo,Group 2
875,Jeremy Mercer,Female,07213842003,jeremymercer27@yahoo.com,18,Oyo,Group 1
876,Mariah Chen,Female,09047505368,mariahchen70@hotmail.com,38,Cross River,Group 2
877,Paul Thomas,Male,08551827905,paulthomas93@hotmail.com,46,Abuja,Group 2
878,Gabriella Garza,Male,08667795052,gabriellagarza55@hotmail.com,42,Lagos,Group 1
879,Richard Johnston,Female,09331077767,richardjohnston37@gmail.com,42,Oyo,Group 2
880,Glenn Stevens,Female,09426940115,glennstevens83@gmail.com,18,Kwara,Group 1
881,Tonya Diaz,Male,08599575122,tonyadiaz50@gmail.com,27,Abuja,Group 2
882,Sarah Green,Female,09412905514,sarahgreen81@gmail.com,19,Oyo,Group 2
883,Matthew Schmidt,Male,07477555581,matthewschmidt47@yahoo.com,21,Osun,Group 2
884,Rita Williams,Male,09496337301,ritawilliams82@yahoo.com,51,Oyo,Group 2
885,Jonathan Harris,Female,07600266885,jonathanharris79@yahoo.com,66,Kwara,Group 1
886,Pamela Roman,Male,07896834918,pamelaroman30@hotmail.com,15,Osun,Group 2
887,Brian Olson,Female,08352653781,brianolson54@hotmail.com,76,Osun,Group 1
888,Shane Robbins,Female,08044016928,shanerobbins44@yahoo.com,15,Ekiti,Group 2
889,Kimberly Walker,Female,08593353452,kimberlywalker35@yahoo.com,34,Ogun,Group 1
890,Patricia Mitchell,Female,08365013534,patriciamitchell56@gmail.com,74,Osun,Group 2
891,Sharon Duffy,Female,09266942854,sharonduffy35@yahoo.com,59,Ekiti,Group 2
892,Tanya Freeman,Female,08714140160,tanyafreeman39@hotmail.com,54,Ogun,Group 2
893,Elijah Dodson MD,Female,08032294885,elijahdodsonmd45@hotmail.com,26,Lagos,Group 1
894,Aaron Wagner,Male,09909612592,aaronwagner53@gmail.com,23,Oyo,Group 1
895,Andrea Williams,Male,07565849232,andreawilliams40@gmail.com,41,Cross River,Group 1
896,Annette King,Male,09075860684,annetteking50@hotmail.com,63,Ekiti,Group 1
897,Joshua Burnett,Male,09327245029,joshuaburnett92@gmail.com,66,Osun,Group 1
898,Thomas Gutierrez,Male,07667112111,thomasgutierrez47@gmail.com,41,Cross River,Group 2
899,Victoria Kelly,Female,07745231433,victoriakelly75@gmail.com,36,Ekiti,Group 2
900,Gina Gentry,Male,09373523004,ginagentry26@yahoo.com,52,Abuja,Group 1
901,Daniel Bush,Female,08945873063,danielbush93@gmail.com,57,Lagos,Group 1
902,Calvin Lawson,Female,08520039962,calvinlawson94@hotmail.com,25,Abuja,Group 1
903,Dana Townsend,Male,07415492568,danatownsend32@hotmail.com,72,Ekiti,Group 1
904,Amber Chapman,Female,09948958018,amberchapman42@yahoo.com,50,Lagos,Group 1
905,Anita Gaines,Female,09488191933,anitagaines80@gmail.com,41,Ondo,Group 1
906,Mr. Jerry Roberts,Female,07870748899,mr.jerryroberts84@hotmail.com,48,Kwara,Group 2
907,Joshua Owen,Female,08857916516,joshuaowen13@yahoo.com,30,Ekiti,Group 1
908,Jeffrey Thompson,Female,07873725023,jeffreythompson55@hotmail.com,27,Lagos,Group 1
909,Shane Robinson,Male,09963126931,shanerobinson1@hotmail.com,71,Ogun,Group 2
910,Jason Rogers,Male,07973220421,jasonrogers81@yahoo.com,18,Ekiti,Group 1
911,Dr. Crystal Diaz,Female,08408265439,dr.crystaldiaz33@gmail.com,62,Ekiti,Group 1
912,Michael Nielsen,Female,08255486138,michaelnielsen93@gmail.com,33,Osun,Group 2
913,Kayla Shaw,Male,08442229586,kaylashaw89@hotmail.com,33,Oyo,Group 1
914,Kelly Parker,Male,08756513939,kellyparker55@yahoo.com,63,Ekiti,Group 1
915,Kelly Frost,Female,08755769803,kellyfrost19@yahoo.com,34,Kwara,Group 1
916,Juan Gill,Male,09659501151,juangill65@gmail.com,34,Ogun,Group 1
917,Brian Smith,Male,07590043022,briansmith38@gmail.com,45,Osun,Group 1
918,Sandra Hill,Female,08575204886,sandrahill56@yahoo.com,40,Ondo,Group 2
919,Robert Morse,Male,07242935216,robertmorse88@gmail.com,65,Ekiti,Group 2
920,Robert Olson,Female,09561073963,robertolson94@yahoo.com,67,Kwara,Group 2
921,Cathy Taylor,Female,07321831253,cathytaylor84@hotmail.com,48,Kwara,Group 1
922,Nicole Salas,Male,07146146917,nicolesalas26@yahoo.com,67,Lagos,Group 2
923,Mark Stewart,Male,09778806915,markstewart78@gmail.com,18,Cross River,Group 2
924,Jodi Jackson,Male,07851473142,jodijackson71@hotmail.com,15,Kwara,Group 1
925,Kevin Clark,Male,08301999355,kevinclark94@hotmail.com,73,Lagos,Group 1
926,Lindsey Newman,Female,07909019505,lindseynewman8@hotmail.com,62,Kwara,Group 2
927,Jacob Williams,Male,07265106147,jacobwilliams65@yahoo.com,53,Osun,Group 1
928,Jordan Tucker,Female,08556118159,jordantucker21@yahoo.com,37,Ogun,Group 1
929,Amber Chaney,Male,07300718459,amberchaney15@hotmail.com,53,Cross River,Group 1
